1.2,490
1.7,311
1.4,271
1.1,210
1.0,204
0.9,177
0.7,172
1.9,162
0.8,141
2.1,119
1.3,111
1.5,99
2.2,79
1.6,68
1.8,65
0.6,63
2.0,50
2.7,49
2.4,47
2.8,45
0.5,34
2.3,27
2.6,25
3.4,21
3.1,15
2.9,15
3.2,13
2.5,9
4.2,8
3.5,8
0.4,6
4.5,5
3.6,4
3.8,4
3.0,4
3.7,4
3.9,3
3.3,3
4.7,2
5.8,2
4.4,2
0.2,2
6.2,1
8.2,1
4.8,1
6.8,1
7.0,1
5.3,1
4.3,1
5.7,1
0.1,1
